Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT)
56.999670029,0.2117994,0.9904618,47.86103
58.000923157,42.37645,0.9971096,50.17247
58.999704361,44.03355,0.9858336,50.26861
60.000958443,42.49775,0.9954083,45.79787
60.999739647,38.82655,0.9908847,38.53568
62.000993252,17.79129,0.9730091,32.36648
62.999775410,5.731748,1.106411,32.15595
64.001029491,3.685153,0.842568,31.87222
64.999810696,0.8635485,0.9868035,31.8136
66.001064301,1.050616,0.9873574,32.00685
66.999846458,33.61791,0.9996358,31.36432
68.001100063,42.94638,0.9906507,28.07621
68.999882221,42.89889,0.9917123,33.21263
70.001136303,42.59612,0.9970855,40.89718
70.999917984,18.51612,0.9983979,46.85888
72.001172066,2.533868,0.9900164,48.7071
72.999953747,3.343651,0.9873217,48.02996
74.001207829,0.7382551,0.9932198,48.37657
74.999989510,0.7271999,0.9930469,47.56523
76.001244068,24.80379,1.001912,47.8079
77.000026226,42.54311,0.9918628,50.95427
78.001280308,42.8521,0.9878312,48.85883
79.000062943,42.73773,0.9870704,42.84286
80.001317501,29.67746,1.003107,35.81591
81.000099182,1.601064,0.9957521,31.95348
82.001353741,0.4316222,0.9953138,32.46367
83.000136375,0.1495463,0.9994898,32.47347
84.001390934,0.2552693,0.9917797,32.18269
85.000173569,0.9749952,0.9885544,32.34523
86.001428604,42.92429,1.00631,28.31569
87.000211239,42.90755,0.9954444,29.8856
88.001465797,43.09097,0.9991934,37.27353
89.000248432,37.66116,0.9976382,44.86658
90.001502991,3.389435,1.02493,47.88246
91.000285625,0.9387035,0.9918751,47.52298
92.001541138,0.162945,0.9941594,48.10408
93.000323772,0.1054858,0.9934144,47.74342
93.999105930,0.2904313,0.9931905,47.98352
95.000361443,42.38831,0.9933554,50.18919
95.999144077,43.16134,0.9960567,49.78066
97.000399113,42.27782,0.9914832,46.38691
97.999182701,40.65938,0.9878458,38.92027
99.000437737,14.19778,0.9992265,33.06494
99.999220848,0.3608787,0.9955686,33.15022
101.000476360,0.1682547,0.9917797,32.76802
101.999259472,0.3603172,0.9933043,33.02402
103.000514507,0.3173943,0.9904795,32.88197
103.999298573,40.94235,0.9930909,31.29052
105.000554085,43.03982,0.9978214,27.70506
105.999337196,42.89775,1.005535,33.6839
107.000593185,41.99603,0.9891617,42.1824
107.999376297,14.71415,0.9960864,46.34932
109.000631332,0.9423046,0.9937309,47.84465
109.999414921,0.5370946,0.9834353,47.63841
111.000670910,0.07167064,0.9942601,47.42456
111.999454021,0.1192849,0.9952494,47.72629
113.000710011,34.14214,0.9986941,47.79008
113.999493122,42.95459,0.9928781,50.94102
115.000749111,43.13939,0.9950138,48.79602
115.999533176,42.94915,1.00086,42.92717
117.000788689,16.74066,0.9923771,36.07673
117.999572754,3.411069,0.9970915,33.57673
119.000828743,0.2466393,0.9865111,33.57673
119.999612808,0.1719561,0.9964728,33.76017
121.000869274,0.2653956,0.997057,33.4437
121.999653339,1.213709,0.9927511,34.00597
123.000908852,42.77618,0.9891136,29.00647
123.999693394,43.10227,1.001107,29.22484
125.000949383,42.95421,1.00187,36.72261
125.999733448,37.52947,0.9962569,44.05149
127.000989914,4.534572,0.978888,47.17325
127.999773979,0.7004456,0.9896458,47.26918
129.001030445,0.1588419,0.9949668,46.98859
129.999814510,0.2944456,0.9932638,46.56041
131.001070976,0.1747547,0.9956332,47.21633
131.999855518,42.15854,0.9945483,49.05758
132.998639584,43.3284,1.004619,50.4722
133.999896049,43.27769,0.9963542,46.96931
134.998680592,40.4614,0.9859431,39.82329
135.999937057,14.68003,0.9854468,34.89285
136.998722076,0.5389918,0.9914524,34.20767
137.999979019,0.1495463,0.9929048,34.63287
138.998763561,0.2271543,0.995279,33.6969
140.000020504,0.1374547,0.994886,34.191
140.998805046,40.93015,0.9921303,31.8136
142.000061989,43.20751,0.9959188,26.87552
142.998846531,43.26262,0.9867504,32.94923
144.000103951,42.15907,0.9984389,40.89718
144.998888493,14.11864,0.9983467,45.7437
146.000145912,0.9180573,0.9934781,46.87315
146.998930454,0.4219468,0.9959498,47.00829
148.000187397,0.2009863,0.9947992,46.74687
148.998972416,0.2240759,0.9954315,46.81994
150.000229359,34.20853,0.9902299,47.06539
150.999014854,43.21923,0.9992307,51.21646
152.000271797,43.14583,0.9854794,48.91896
152.999056339,43.721,0.9984614,42.90865
154.000314236,18.18137,0.9939213,36.1641
154.999099255,3.26222,0.9923767,33.89186
156.000357151,0.3510072,0.9941018,34.26151
156.999142170,0.2593572,0.9927813,35.02313
158.000399590,0.2581853,0.9917156,34.65595
158.999185562,21.66891,0.9912828,34.5701
160.000442505,43.10058,0.9998045,28.03152
160.999228001,43.1522,0.9976513,30.18396
162.000485897,43.38948,0.9894332,37.11619
162.999270916,29.23145,0.9932055,44.55322
164.000528812,0.809468,0.9921812,47.19877
164.999314308,0.1516614,0.9984182,46.74687
166.000572205,0.368839,0.9898301,46.58957
166.999358177,0.07595854,0.9969404,46.81994
168.000615120,1.368145,0.9912856,46.14025
168.999401093,42.67596,1.000277,49.82695
170.000658989,42.77618,0.9923431,50.19746
170.999444962,42.66964,0.9843017,46.67163
171.998230934,37.02991,0.9991783,39.96175
172.999488831,2.581554,0.9876519,35.02313
173.998274803,1.351162,0.9949113,35.39081
174.999532700,0.6625716,0.9870329,35.0275
175.998318672,0.2629016,0.9996754,35.32912
176.999577045,0.1800473,0.9946972,34.59312
177.998363018,42.38312,0.9911655,31.15639
178.999621868,43.14635,1.004012,27.7841
179.998407841,43.11763,0.9929143,34.59208
180.999666214,40.4625,0.998395,41.52831
181.998452187,14.56663,0.9994127,46.39069
182.999710560,0.4109583,0.9933483,46.3285
183.998497486,0.4676004,0.9935188,46.51892
184.999755383,0.3954456,0.9953454,46.31371
185.998541832,1.349077,0.9839886,47.00829
186.999800205,34.82962,0.9903288,47.24387
187.998586178,43.08696,0.9912148,50.47264
188.999845028,43.05293,0.9862314,49.45259
189.998631477,43.30963,0.980831,44.21479
190.999889851,18.79019,0.9902049,37.14973
191.998676777,3.167264,0.99503,35.0275
192.999935150,0.3792818,0.9929153,35.57788
193.998722553,0.2848311,0.9926823,35.23825
194.999980927,0.264901,0.9983754,35.2998
195.998767853,0.2796669,0.9971845,36.07673
197.000026703,0.2045473,0.9946361,35.38165
197.998813629,0.06572392,0.9884753,35.0275
199.000072479,0.1343538,0.9905651,35.80243
199.998859882,0.2268085,0.9938124,35.23407
201.000119209,0.1407271,0.9908623,35.17208
201.998906612,0.3027897,0.9873143,35.2998
203.000165462,0.2132038,0.9905567,35.08615
203.998952866,0.4090593,1.000878,35.36928
205.000212669,0.1220852,0.9924295,35.2998
205.999000072,4.232949,0.9805793,35.66039
207.000259399,1.94263,1.020577,34.39987
207.999047279,0.4608425,0.99637,34.76985
209.000306606,0.8602265,0.9894246,34.59501
