Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
197.997791290,-0.9822264,0.1745508,-0.06814284,-0.1717675,-0.9840683,-0.04469936,-0.07488225,-0.03215788,0.9899177
198.996507168,-0.9096541,0.4109643,-0.0550306,-0.4078179,-0.9107562,-0.06004852,-0.07486414,-0.03208663,0.9899217
199.997695446,-0.7801846,0.6231617,-0.03871529,-0.6198276,-0.780493,-0.07186047,-0.07512048,-0.03193297,0.9899069
200.998883247,-0.6122391,0.7887443,-0.02074483,-0.7854659,-0.6117725,-0.07848099,-0.07477476,-0.03159666,0.9899437
201.997599602,-0.5509552,0.8326006,-0.01400137,-0.8296803,-0.5503104,-0.07586897,-0.07106609,-0.03002916,0.9902649
202.998787880,-0.54879,0.8340763,-0.01015484,-0.8314101,-0.5479464,-0.07391353,-0.06740689,-0.03197876,0.9904591
203.997504234,-0.5488399,0.8340651,-0.008205693,-0.8315513,-0.54791,-0.07258122,-0.06522574,-0.03287813,0.9905753
204.998692036,-0.5487257,0.8341515,-0.00690875,-0.8317466,-0.5477461,-0.07156538,-0.06367204,-0.03339471,0.9906586
205.997408867,-0.5237663,0.8499684,-0.003262892,-0.8475978,-0.5225932,-0.07248779,-0.0635207,-0.03507488,0.9906106
206.998597145,-0.3283838,0.942062,0.01239136,-0.9396929,-0.3265656,-0.07609309,-0.06790861,-0.0364983,0.9902691
207.997313976,-0.08472313,0.992873,0.0291957,-0.9907395,-0.08237536,-0.07389704,-0.07130427,-0.03505514,0.9900833
208.998503208,0.1582426,0.9823915,0.04532937,-0.9807214,0.1610364,-0.06650279,-0.07303058,-0.03382169,0.9900008
209.997219563,0.3982597,0.9101403,0.0600311,-0.9091098,0.40139,-0.05435418,-0.07401784,-0.03285529,0.9899603
210.998408794,0.6133097,0.7796716,0.07128911,-0.7793954,0.6165861,-0.03822245,-0.07424763,-0.03209956,0.9899673
211.997126102,0.7891858,0.5991948,0.07799899,-0.5997185,0.7923871,-0.01927131,-0.0738648,-0.0316104,0.9900115
