Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT)
335.997119904,14.29434,0.9888358,34.43881
336.995850563,14.7933,0.9857102,31.83786
337.997053623,14.31587,0.9859482,29.0794
338.995785236,11.51542,0.9946085,28.01235
339.996988297,0.1971677,1.000457,27.7683
340.995719433,0.2246533,0.9875485,28.14028
341.996922970,0.1769561,0.9951531,28.07912
342.995654106,0.3019865,0.9931843,27.86719
343.996858120,0.3118475,0.9962566,28.07912
344.995589256,0.2296512,0.9924533,28.07912
345.996793270,0.1115761,0.9939818,28.05202
346.995524883,0.79778,0.9947387,28.23783
347.996728897,1.500353,0.996136,28.02276
348.995460987,1.438117,0.9958212,28.05202
349.996664524,0.5846526,0.9926623,28.38116
350.995397568,0.4021596,0.9929966,28.07912
