Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT),,,,,,
38.99998283,0.1690038,0.9970081,36.69651,,,,,,
39.99877787,0.05716249,0.9992191,36.69651,,,,,,
40.99757385,1.260496,0.9769216,36.22786,,,,,,
41.99884176,14.59462,0.9905038,37.73499,,,,,,
42.99763775,14.36869,0.99919,38.87584,,,,,,
43.99890566,14.30384,0.9893344,39.68935,,,,,,
44.99770165,14.4712,0.9926908,41.69972,,,,,,
45.99896956,14.1145,0.9908524,43.38054,,,,,,
46.99776554,11.85536,1.000108,45.36109,,,,,,
47.99903345,1.15531,0.9980307,45.35819,,,,,,
48.99782848,0.192422,0.9928662,45.3489,,,,,,
49.99909639,0.2777923,0.9947622,45.55622,,,,,,
50.9978919,0.9712938,0.9786001,45.83904,,,,,,
51.99915981,14.46988,0.9967372,46.34914,,,,,,
52.99795485,14.31755,0.9902311,47.92208,,,,,,
53.99922276,13.74092,0.9980448,48.37283,,,,,,
54.99801827,14.17026,0.9847896,49.56211,,,,,,
55.99928618,13.62452,0.9972152,49.05691,,,,,,
56.99808216,11.67394,0.9821322,48.95963,,,,,,
57.99935007,1.269023,0.9785257,48.91851,,,,,,
58.9981451,0.4377941,0.9923614,48.79273,,,,,,
59.99941301,0.1117318,0.9875497,48.9472,,,,,,
60.99820852,8.38601,0.9369217,49.32888,,,,,,
61.99947643,13.92455,1.000489,47.76958,,,,,,
62.99827147,14.17325,0.9931741,45.37892,,,,,,
63.9995389,14.67096,0.9963984,42.43897,,,,,,
64.99833345,14.43178,1.000531,40.31287,,,,,,
65.99959993,14.35884,0.9952075,38.17479,,,,,,
66.99839401,11.79811,1.00589,37.15847,,,,,,
67.99965954,0.5379595,0.9832091,36.22588,,,,,,
68.99845362,0.1844187,0.9933867,35.98692,,,,,,
69.99724674,0.1411162,0.9925047,36.22588,,,,,,
70.99851227,12.09228,0.979787,36.22588,,,,,,
71.99730539,13.74913,0.9930125,35.33208,,,,,,
72.99857044,13.99678,0.9927669,34.70221,,,,,,
73.99736309,14.05284,0.9989358,34.95712,,,,,,
74.99862766,13.86387,0.9915875,34.30015,,,,,,
75.99741983,14.23448,1.000214,35.16967,,,,,,
76.99868441,10.16426,1.004917,36.09222,,,,,,
77.99747706,0.3635561,0.9898418,35.98759,,,,,,
78.99874163,0.107788,0.9877842,35.95449,,,,,,
79.99753428,0.2817193,0.9939303,35.43888,,,,,,
80.99879885,13.79087,0.9910712,36.71481,,,,,,
81.99759054,14.06486,0.9950534,37.6015,,,,,,
82.99885511,14.24213,0.9945241,39.10615,,,,,,
83.99764729,14.35693,0.9945843,40.78899,,,,,,
84.99891186,13.81665,0.995808,41.79634,,,,,,
85.99770355,14.06486,0.9972728,43.06691,,,,,,
86.99896812,9.05436,0.9878768,44.21228,,,,,,
87.9977603,0.7000085,0.9907606,45.13431,,,,,,
88.99902487,0.1988658,0.9909748,45.1995,,,,,,
89.99781656,0.09925299,0.9937236,44.84695,,,,,,
90.99908066,14.49334,0.9987152,45.62996,,,,,,
91.99787235,14.00011,0.9987775,47.013,,,,,,
92.99913645,14.59717,0.9922749,48.60281,,,,,,
93.99792814,14.41495,0.9845282,49.47775,,,,,,
94.99919224,14.17906,0.9879938,49.60136,,,,,,
95.99798489,12.28452,0.9979514,49.45119,,,,,,
96.99924851,3.192135,0.9906625,49.47193,,,,,,
97.99804068,0.2796581,0.9960577,49.05703,,,,,,
98.99930525,0.4110935,0.9923666,49.28379,,,,,,
99.99809694,8.01838,0.9523203,50.11705,,,,,,
100.9968882,14.24134,0.9922802,48.27647,,,,,,
101.9981527,14.17604,0.9859627,45.51881,,,,,,
102.996944,13.93861,0.9976845,43.8628,,,,,,
103.998208,14.13678,0.9967644,41.76201,,,,,,
104.9969993,14.5982,0.990032,39.24255,,,,,,
105.9982624,12.28491,0.9952738,37.19739,,,,,,
106.9970531,0.9114022,0.9986553,36.77996,,,,,,
107.9983163,0.1491727,0.9928054,36.91633,,,,,,
108.997107,0.455986,0.994189,36.77127,,,,,,
109.9983687,12.80407,0.9988822,37.55531,,,,,,
110.9971595,14.28922,1.000354,35.78475,,,,,,
111.9984212,14.41479,0.9846208,35.0703,,,,,,
112.9972115,14.42431,0.9880293,34.59182,,,,,,
113.9984732,14.30939,0.989153,34.27125,,,,,,
114.997263,13.87413,0.995599,34.94774,,,,,,
115.9985251,8.555607,0.9898326,35.39833,,,,,,
116.9973145,0.5933095,0.9896244,35.82566,,,,,,
117.9985762,0.3631092,0.9892791,36.25934,,,,,,
118.997366,0.1181396,0.9943032,35.88314,,,,,,
119.9986281,12.87633,0.985251,36.04866,,,,,,
120.9974179,13.5699,0.9897284,36.57103,,,,,,
121.9986801,13.74622,0.9936621,38.02998,,,,,,
122.9974699,14.42791,0.9938827,39.93771,,,,,,
123.9987316,14.60455,0.9927201,41.67865,,,,,,
124.9975209,14.41614,0.9923711,43.20344,,,,,,
125.9987831,9.477988,0.9911898,44.79744,,,,,,
126.9975729,0.6226944,0.9869753,44.05508,,,,,,
127.9988346,0.192422,0.9937888,44.38049,,,,,,
128.9976249,0.2170721,0.9933023,44.10932,,,,,,
129.9988866,12.6495,1.008934,44.78428,,,,,,
130.9976759,13.74953,0.9903137,46.93432,,,,,,
131.9989376,14.16737,0.9890089,47.17566,,,,,,
132.9977279,14.11717,0.9984227,48.33898,,,,,,
133.9965177,13.07935,0.9949809,49.34776,,,,,,
134.9977794,11.88727,0.9894407,49.84418,,,,,,
135.9965696,8.069059,0.9915819,49.71592,,,,,,
136.9978318,0.2289294,1.000985,49.54499,,,,,,
137.9966226,0.3624886,0.9952526,49.49333,,,,,,
138.9978857,0.4205857,0.9923109,49.51635,,,,,,
139.9966764,14.36892,1.004544,49.09367,,,,,,
140.9979391,14.12409,0.9970831,48.08305,,,,,,
141.9967294,14.60014,0.992788,45.48938,,,,,,
142.997993,14.35335,1.002385,43.04482,,,,,,
143.9967828,14.23303,0.9963518,41.27552,,,,,,
144.9980454,12.24974,0.9807136,38.60769,,,,,,
145.9968352,1.960461,0.9787835,37.7242,,,,,,
146.9980969,0.2977115,0.9916189,37.84436,,,,,,
147.9968863,0.2360956,0.9958023,37.58015,,,,,,
148.9981484,0.6657661,0.9962779,37.46424,,,,,,
149.9969378,14.54247,1.000496,36.7831,,,,,,
150.998199,14.53889,0.9979923,35.55822,,,,,,
151.9969883,14.05386,0.9965553,34.9274,,,,,,
152.9982495,13.81323,0.999036,34.62536,,,,,,
153.9970384,14.31456,0.9889053,34.24859,,,,,,
154.9983006,12.09417,0.9814717,35.10559,,,,,,
155.9970899,1.00893,1.014792,35.18016,,,,,,
156.9983511,0.1411162,0.9976525,35.39572,,,,,,
157.9971404,0.4352921,0.9929487,35.01631,,,,,,
158.9984021,10.28945,0.9886193,35.0361,,,,,,
159.9971919,13.68255,0.997632,36.22786,,,,,,
160.9984555,14.29815,0.9872713,37.41811,,,,,,
161.9972458,14.23211,0.9940283,38.60542,,,,,,
162.9985089,14.24781,0.9955212,39.97109,,,,,,
163.9972997,14.17572,0.9924862,42.0007,,,,,,
164.9985623,12.18613,0.9946315,43.44544,,,,,,
165.9973536,0.498221,0.9816861,43.39526,,,,,,
166.9986162,0.2266351,1.005091,43.39526,,,,,,
167.9974074,0.1603899,0.9937236,43.13937,,,,,,
168.9961982,13.09054,0.9954439,43.9402,,,,,,
169.9974613,13.92237,0.9912336,45.00077,,,,,,
170.9962525,14.28821,0.9825814,46.91512,,,,,,
171.9975157,14.17132,0.9902222,47.69252,,,,,,
172.9963069,13.9495,0.9909692,48.66209,,,,,,
173.99757,13.49682,1.004737,49.4937,,,,,,
174.9963627,7.519872,0.9819193,48.52369,,,,,,
175.9976282,0.2575897,0.9849566,48.99514,,,,,,
176.9964213,0.2911906,0.989921,49.60638,,,,,,
177.9976888,0.4051167,0.9883692,48.97442,,,,,,
178.9964833,14.37815,0.9889213,49.56079,,,,,,
179.9977503,14.00774,0.989255,48.91851,,,,,,
180.9965458,13.9297,0.9943095,46.91731,,,,,,
181.9978137,13.86333,0.9840821,44.67654,,,,,,
182.9966087,14.01431,0.9943595,41.71842,,,,,,
183.9978752,12.35648,0.9910814,40.00447,,,,,,
184.9966698,2.693527,1.009846,38.76925,,,,,,
185.9979372,0.1972886,0.9963664,38.88932,,,,,,
186.9967313,0.1938192,0.9939104,38.76925,,,,,,
187.9979978,0.2142815,0.9923778,38.25048,,,,,,
188.9967918,0.2006587,0.9910987,38.49022,,,,,,
189.9980583,0.3041567,0.9958269,38.69457,,,,,,
190.9968519,0.164434,0.9894152,38.72832,,,,,,
191.9981179,0.2039795,0.9944125,38.60769,,,,,,
192.9969115,0.2409227,0.9990965,37.9713,,,,,,
193.9981771,0.09416539,0.9924024,38.28828,,,,,,
194.9969711,0.1857715,0.9928052,38.60769,,,,,,
195.9982371,0.2193506,0.9953733,38.72832,,,,,,
