Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
133.997970104,30.844,30.25
134.999094009,30.836,30.25
135.997746468,30.896,30.252
136.998871326,30.834,30.252
137.999995708,30.878,30.254
138.998649120,30.87,30.254
139.999773502,30.846,30.256
140.998426914,30.868,30.256
141.999552250,30.868,30.258
142.998205185,30.906,30.26
143.999331474,30.898,30.26
144.997985363,30.896,30.262
145.999110699,30.886,30.262
146.997765064,30.918,30.264
147.998890877,30.884,30.266
148.997545719,30.872,30.266
149.998672009,30.906,30.266
150.999798775,30.906,30.268
151.998454094,30.942,30.268
152.999581337,30.89,30.27
153.998236656,30.952,30.272
154.999364376,30.966,30.274
155.998020172,30.996,30.276
156.999148369,30.96,30.276
157.997804642,30.978,30.278
158.998933315,31.03,30.278
159.997590065,31.03,30.28
160.998718739,31.026,30.282
161.997375965,31.08,30.284
162.998505116,31.052,30.284
163.999634743,31.018,30.286
164.998292923,31.032,30.288
165.999423027,31.014,30.288
166.998080730,31.04,30.29
167.999211311,31.044,30.292
168.997869015,31.058,30.292
169.998999596,31.066,30.294
170.997659206,31.056,30.294
171.998789787,31.052,30.296
172.997448921,31.08,30.298
173.998579979,31.088,30.296
174.997239590,31.086,30.298
175.998370647,31.132,30.3
176.999501705,31.124,30.3
177.998161793,31.096,30.3
178.999293804,31.122,30.302
179.997953415,31.104,30.302
180.999085426,31.126,30.304
181.997745991,31.112,30.304
182.998878002,31.16,30.306
183.997538567,31.168,30.306
184.998671055,31.144,30.308
185.997331619,31.106,30.308
186.998465061,31.14,30.31
187.997125626,31.194,30.31
188.998259068,31.12,30.312
189.999392033,31.18,30.312
190.998053551,31.162,30.314
191.999187469,31.114,30.314
192.997848988,31.16,30.316
193.998982906,31.172,30.316
194.997644901,31.198,30.318
195.998779774,31.182,30.318
196.997442245,31.22,30.32
197.998576641,31.2,30.32
198.997239590,31.16,30.322
199.998374462,31.19,30.324
200.997037888,31.242,30.326
201.998173237,31.244,30.326
202.999309063,31.202,30.328
203.997972965,31.266,30.33
204.999108791,31.26,30.33
205.997773647,31.234,30.332
206.998909473,31.258,30.334
207.997573853,31.288,30.336
208.998710632,31.24,30.336
209.997375965,31.302,30.338
210.998513222,31.304,30.338
211.997178078,31.324,30.34
212.998315334,31.29,30.34
213.996981621,31.324,30.342
214.998118877,31.332,30.342
215.996784687,31.316,30.344
216.997922421,31.288,30.346
217.999060631,31.332,30.346
218.997726917,31.342,30.346
219.998865604,31.34,30.346
220.997532368,31.344,30.348
221.998670578,31.36,30.348
222.997337341,31.308,30.35
223.998476028,31.386,30.352
224.997143269,31.37,30.352
225.998282433,31.362,30.352
226.996949673,31.38,30.354
227.998088837,31.39,30.354
228.996757030,31.388,30.354
229.997896194,31.368,30.356
230.996563911,31.39,30.358
231.997704029,31.4,30.358
