Time (s),Roll (deg),Pitch (deg),Yaw (deg)
70.001464844,-0.6500847,0.5825443,116.2001
71.000213146,-0.7625035,0.4619264,116.1768
72.001433372,-0.2267385,1.337496,150.2211
73.000181675,1.014334,2.404733,-112.94
74.001401901,0.5295249,1.735145,-72.88597
75.000149727,-0.05098812,1.255874,-66.47355
76.001369953,-0.4247469,0.8910292,-66.49412
77.000117779,-0.655408,0.6916311,-66.51749
78.001337528,-0.7899925,0.5590748,-66.53872
79.000085831,-0.4821437,0.5604402,-62.5789
80.001305580,0.6710786,2.457989,27.80362
81.000053406,0.9094152,1.906515,93.9855
82.001273155,0.2541302,1.39188,112.8192
83.000020504,-0.2263229,0.9614767,112.2243
84.001240730,-0.5029905,0.7141726,112.2002
84.999988556,-0.6843774,0.5441525,112.1765
86.001207829,-0.7907363,0.4489314,112.1483
86.999955654,-0.0793381,1.806088,165.9764
88.001174927,1.040648,2.254911,-104.0331
88.999922276,0.5034872,1.614811,-74.09576
90.001142025,-0.1510265,1.148167,-70.51826
90.999889374,-0.4915723,0.8377292,-70.62641
92.001108646,-0.697427,0.6485633,-70.65619
92.999855995,-0.8138956,0.5229114,-70.68478
94.001074791,-0.429219,0.8883512,-54.85628
94.999821663,0.9822885,2.488808,43.03063
96.001040936,0.8686393,1.78337,96.50078
96.999788284,0.1278939,1.262343,108.1492
98.001007557,-0.2932079,0.8876365,108.2209
98.999753952,-0.541783,0.6611131,108.1989
100.000973225,-0.6960496,0.5205474,108.1757
100.999719620,-0.7464054,0.446572,108.2781
102.000938892,0.2179939,2.172895,-178.5742
102.999685764,0.9678733,2.08916,-99.04945
104.000904083,0.3429304,1.521454,-75.52753
104.999651432,-0.2116973,1.091623,-73.48076
106.000870228,-0.5290385,0.797989,-73.51101
106.999616623,-0.7202845,0.6258645,-73.5344
108.000835419,-0.8321419,0.5183678,-73.55574
108.999581814,-0.3269639,1.401755,-40.67918
110.000800133,1.116148,2.412506,57.26773
110.999547005,0.6737784,1.682842,98.11423
112.000765324,0.06087381,1.200536,105.8307
112.999511242,-0.3472793,0.8539525,105.8893
114.000730038,-0.5822234,0.6439029,105.8645
114.999476433,-0.7213106,0.5162115,105.8459
116.000694752,-0.4387043,0.5127078,109.4207
116.999441147,0.6010739,2.391383,-161.215
118.000658989,0.8619412,1.948424,-94.8511
118.999404907,0.08341741,1.461593,-75.37386
120.000623703,-0.2914867,1.022309,-76.27952
120.999369621,-0.5758075,0.7580511,-76.32858
122.000587463,-0.7471021,0.5943735,-76.33977
122.999333858,-0.8622611,0.5043954,-76.36546
124.000551701,-0.08614181,1.913843,-22.79909
124.999297619,1.073404,2.250332,68.70103
126.000515461,0.5759075,1.587143,99.53992
126.999261379,-0.07043998,1.123373,103.4241
128.000479698,-0.4163847,0.813816,103.3934
128.999225616,-0.6276435,0.6254359,103.3728
130.000443459,-0.7474166,0.5019205,103.3596
130.999189377,-0.3540461,0.829922,118.2481
132.000407219,0.9153008,2.451138,-144.1614
132.999153137,0.7748132,1.810472,-91.21081
134.000370979,0.06993093,1.339773,-78.09196
134.999116421,-0.3665128,0.9509914,-78.06342
136.000334263,-0.6192715,0.7110107,-78.08953
136.999080181,-0.7725573,0.577315,-78.11117
138.000298023,-0.8332205,0.4921395,-77.93405
138.999043465,0.2438351,2.255774,-4.945629
140.000261307,1.073331,2.078817,75.63659
140.999007225,0.4504707,1.497262,100.3518
142.000224113,-0.1406686,1.04677,101.3839
142.998970509,-0.4432367,0.7678782,101.3563
144.000188351,-0.6368572,0.5873194,101.3308
144.998933315,-0.7599564,0.4900683,101.3064
146.000151157,-0.2794653,1.352088,134.6216
146.998896599,0.9950826,2.372267,-128.065
148.000114441,0.5598168,1.716501,-87.884
148.998859882,-0.03986803,1.244935,-80.36707
150.000077724,-0.4198462,0.8971242,-80.38522
150.998823166,-0.654132,0.6853951,-80.40853
152.000041008,-0.8002811,0.5614102,-80.42088
152.998785973,-0.8924409,0.4860435,-80.44223
154.000003815,-0.9391584,0.4408932,-80.47021
154.998749256,-0.9694365,0.4127472,-80.4794
155.999967098,-0.9912726,0.3984559,-80.49347
156.998712540,-0.9989579,0.3829209,-80.5099
157.999929905,-1.01272,0.379822,-80.51447
158.998674870,-1.009497,0.3713985,-80.52943
159.999892235,-1.008126,0.3657258,-80.54256
