Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT)
71.998961449,97.60954,1.031639,23.79423
73.000181675,77.69713,1.034829,16.15011
74.001401901,19.35337,0.9744983,16.12278
75.000149727,0.7890593,0.9916347,16.57118
76.001369953,0.04160791,0.9921123,16.51606
77.000117779,0.2027346,0.9973558,16.51606
78.001337528,0.2585498,0.9964099,16.68596
79.000085831,38.95707,1.002576,17.67962
80.001305580,99.38092,0.9831424,23.16052
81.000053406,29.42879,0.9878818,25.53016
82.001273155,8.992114,0.9883042,25.38871
83.000020504,0.6098489,0.9973635,25.33124
84.001240730,0.1980183,0.9940273,25.10315
84.999988556,0.1138455,0.9911941,25.46957
86.001207829,0.1849945,0.9897331,25.07238
86.999955654,99.2059,1.001921,22.74639
88.001174927,54.37732,0.984777,15.5541
88.999922276,13.6894,0.9844425,16.23341
90.001142025,0.4248543,0.9973921,15.91603
90.999889374,0.4531881,0.9925869,15.81592
92.001108646,0.4170209,0.9902644,16.55852
92.999855995,0.4038444,0.9950052,16.55852
94.001074791,75.71737,0.968807,17.19153
94.999821663,95.06153,0.9963889,23.68651
96.001040936,29.72972,0.9792138,25.03201
96.999788284,0.8814516,0.9964613,25.32948
98.001007557,0.1382535,0.9912242,25.21233
98.999753952,0.1708987,0.9959037,24.93843
100.000973225,0.1016031,0.9973491,25.15124
100.999719620,3.236887,0.9558355,25.15124
102.000938892,100.4283,1.026837,21.22636
102.999685764,40.69135,0.981715,15.49157
104.000904083,14.48902,0.9844875,15.92122
104.999651432,0.2893372,0.984526,15.74452
106.000870228,0.3317777,0.9902132,16.33032
106.999616623,0.32434,1.000715,16.23341
108.000835419,0.2278541,0.9906783,16.98011
108.999581814,97.65025,0.9614873,18.39641
110.000800133,80.78685,1.066855,24.73006
110.999547005,23.9037,0.9810277,25.6752
112.000765324,0.5625919,0.9998733,25.72946
112.999511242,0.2938081,0.9892533,25.53077
114.000730038,0.1192931,0.9964195,25.29084
114.999476433,0.1000449,0.9997457,25.72946
116.000694752,38.83059,1.010228,25.33371
116.999441147,100.1739,0.985149,20.0137
118.000658989,30.58553,0.9897842,15.37747
118.999404907,2.873748,1.005891,15.92122
120.000623703,0.2997428,0.9935948,15.77945
120.999369621,0.3426433,0.9920972,16.22891
122.000587463,0.2092966,0.9959841,16.37881
122.999333858,0.1254244,0.9930558,15.92122
124.000551701,100.9382,0.9746134,19.80379
124.999297619,54.19257,0.9779672,25.51723
126.000515461,15.31897,0.9974828,25.2411
126.999261379,0.6514033,0.9940851,25.03415
128.000479698,0.2508323,0.9906856,25.49788
128.999225616,0.2866492,0.9864019,25.26321
130.000443459,0.1619215,0.9887703,25.93295
130.999189377,75.07349,1.004751,24.87193
132.000407219,95.66837,0.9897209,17.77376
132.999153137,27.60653,0.9902124,15.19403
134.000370979,1.209659,0.9840667,16.57465
134.999116421,0.1423685,0.9935171,15.57344
136.000334263,0.4045554,0.9916801,16.02883
136.999080181,0.18004,0.9915858,16.02883
138.000298023,2.785544,0.994516,16.18913
138.999043465,101.3515,0.9519308,21.19822
140.000261307,41.15464,0.9970904,25.31708
140.999007225,14.54548,1.001795,25.66429
142.000224113,0.6300958,0.9944797,25.23452
142.998970509,0.225417,0.9921281,25.05414
144.000188351,0.1523427,0.9907354,25.70856
144.998933315,0.1460076,0.9902077,25.03186
146.000151157,98.81774,0.9350731,24.55664
146.998896599,78.96751,0.9597139,17.08445
148.000114441,20.89012,0.9864461,15.68596
148.998859882,1.682058,0.9935855,15.23151
150.000077724,0.1959945,1.001677,16.12157
150.998823166,0.1487384,0.9940586,15.95187
152.000041008,0.1206726,0.9887424,15.3623
152.998785973,0.1674988,0.9987922,15.94633
154.000003815,0.2195072,0.9845262,15.58674
154.998749256,0.3317125,0.9940218,16.60818
155.999967098,0.1322734,0.9940205,15.95187
156.998712540,0.1847696,0.9888207,16.20839
157.999929905,0.1362572,0.9926178,16.14418
158.998674870,0.234627,0.9983239,16.12157
159.999892235,0.1574992,0.9944991,15.83496
