Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT),,,,,,
88.99978876,3.741933,0.9709765,24.49187,,,,,,
89.99845552,47.51866,1.019271,25.64049,,,,,,
90.99959374,15.91868,0.97441,25.47693,,,,,,
91.99826098,0.2285959,0.9877827,24.84458,,,,,,
92.99939966,0.09223457,0.9940068,25.46168,,,,,,
93.9980669,0.1716886,0.9978412,24.60591,,,,,,
94.99920559,0.2445315,0.9854088,25.49071,,,,,,
95.99787283,75.18868,0.9599994,24.011,,,,,,
96.99901199,30.33773,0.9902285,19.51545,,,,,,
97.99767923,3.970085,0.9978485,17.49235,,,,,,
98.9988184,0.248079,0.9944887,17.82236,,,,,,
99.99748564,0.1030213,0.9930137,18.17229,,,,,,
100.9986258,0.09919427,0.9944813,17.49235,,,,,,
101.9997649,0.1490702,0.994039,17.53919,,,,,,
102.9984331,68.88352,1.029928,16.04209,,,,,,
103.9995723,15.89345,1.010221,17.95824,,,,,,
104.99824,1.711455,0.9877906,18.60554,,,,,,
105.9993801,0.1561617,0.9916409,18.78166,,,,,,
106.9980478,0.1864311,0.9907122,17.95287,,,,,,
107.9991879,0.2840089,0.9896907,18.51956,,,,,,
108.9978557,37.60674,0.9849643,19.22823,,,,,,
109.9989958,33.81724,0.9951015,23.24044,,,,,,
110.9976645,12.77663,0.9873381,24.69014,,,,,,
111.9988041,0.2053425,0.9958901,24.47135,,,,,,
112.9974723,0.1547877,0.9925506,24.95406,,,,,,
113.9986124,0.1136166,0.9930943,24.69014,,,,,,
114.9972811,0.1716886,0.9949938,24.65711,,,,,,
115.9984217,81.88445,0.9724305,25.45844,,,,,,
116.9995618,28.57346,1.00181,25.92409,,,,,,
117.9982305,1.902398,0.9878271,25.47693,,,,,,
118.9993711,0.1471865,0.9935526,25.19219,,,,,,
119.9980402,0.1846916,0.9949785,25.01545,,,,,,
120.9991808,0.1195339,0.9835046,25.32406,,,,,,
121.9978495,36.21151,0.9538533,24.39465,,,,,,
122.9989901,33.5145,0.9788797,20.08664,,,,,,
123.9976592,11.59274,0.9876285,18.4916,,,,,,
124.9987998,0.0723725,0.9883147,17.99483,,,,,,
125.9974689,0.175359,0.9931007,18.15034,,,,,,
126.9986095,0.292085,0.9930546,18.33876,,,,,,
127.9972787,0.1136319,0.9920971,17.70347,,,,,,
128.9984202,81.62723,0.9745126,16.23937,,,,,,
129.9970894,28.76051,0.995114,17.7368,,,,,,
130.9982305,1.393196,0.9930912,18.66189,,,,,,
131.999372,0.2181824,0.9901854,18.73251,,,,,,
132.9980412,0.08685711,0.9954513,18.26884,,,,,,
133.9991822,0.256975,0.9901937,18.93732,,,,,,
134.9978514,0.05999186,0.9954441,18.24274,,,,,,
135.9989934,0.1174276,0.9945358,18.69497,,,,,,
136.9976625,0.1718505,0.9906747,18.48551,,,,,,
137.9988041,0.06078784,0.9916134,18.68563,,,,,,
138.9974737,0.3343523,0.9959021,18.1644,,,,,,
139.9986157,0.1138219,0.9872995,19.02501,,,,,,
140.9972849,0.1294795,0.9926274,18.438,,,,,,
141.9984269,0.1958992,0.9968916,19.02501,,,,,,
142.997097,0.1113458,0.9864007,18.40643,,,,,,
143.998239,0.1590251,0.9973253,18.68563,,,,,,
144.9969087,0.2009458,0.9854174,17.90774,,,,,,
145.9980507,0.1882312,0.9897202,18.68563,,,,,,
146.9991927,0.1929477,0.9868756,18.15499,,,,,,
147.9978623,0.2977632,0.985406,18.68563,,,,,,
148.9990044,0.0999578,0.9920905,18.48355,,,,,,
