Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT),,,,,,
69.9990859,28.73257,0.9935799,49.46189,,,,,,
71.00031281,1.216775,0.9939272,50.70075,,,,,,
71.99906778,0.2171052,0.9935674,50.73275,,,,,,
73.00029516,0.2322166,0.992161,50.83374,,,,,,
73.99905062,0.1287547,0.9969534,50.47089,,,,,,
75.00027847,7.747076,0.9937797,50.48148,,,,,,
75.99903345,42.53283,0.9937684,50.92601,,,,,,
77.00026131,29.4718,0.9979174,48.8601,,,,,,
77.99901724,1.040624,0.9920807,45.45345,,,,,,
79.00024509,0.1084782,0.9930128,46.32251,,,,,,
79.99900198,0.1249415,0.9955615,45.46852,,,,,,
81.00023031,0.1853157,0.9876292,45.77599,,,,,,
81.9989872,4.152464,1.019697,45.49488,,,,,,
83.00021648,43.00496,0.9942946,40.14707,,,,,,
83.99897289,29.35676,0.9869963,31.81534,,,,,,
85.00020218,2.431637,0.9954256,29.31393,,,,,,
85.99895954,0.2281173,0.9957253,29.10051,,,,,,
87.00018883,0.3576524,0.9903073,29.52222,,,,,,
87.99894667,0.2248814,0.9990255,29.38601,,,,,,
89.00017595,6.904697,0.9947787,29.83973,,,,,,
89.99893379,42.04621,1.001305,28.07316,,,,,,
91.00016308,30.40346,1.00474,33.87979,,,,,,
91.99892092,1.709124,1.025072,37.11223,,,,,,
93.00015068,0.4131529,0.9957007,36.2085,,,,,,
93.99890852,0.3512758,0.9914277,36.55092,,,,,,
95.00013876,0.1534487,1.002352,37.23245,,,,,,
95.9988966,0.1186561,0.9977049,36.8192,,,,,,
97.00012732,42.23962,1.004748,41.5028,,,,,,
97.99888516,36.91816,0.9912246,47.62686,,,,,,
99.00011587,11.97352,0.9967992,49.87654,,,,,,
99.99887419,0.6286049,0.9907973,50.08703,,,,,,
101.000104,0.1546139,0.9913658,50.37523,,,,,,
101.9988627,0.09182139,0.9932156,50.10832,,,,,,
103.0000935,0.3321959,0.9866107,50.77317,,,,,,
103.9988518,42.82856,0.9952977,51.10635,,,,,,
105.000083,37.65662,0.9843083,49.61492,,,,,,
105.9988422,4.329431,0.9616624,46.87257,,,,,,
107.0000734,0.5505334,0.9899885,46.31451,,,,,,
107.9988327,0.2061824,0.9952617,46.86971,,,,,,
109.0000649,0.3255134,0.9916409,47.4007,,,,,,
109.9988241,0.3237302,0.9905336,46.58358,,,,,,
111.0000558,42.34132,0.993005,42.41918,,,,,,
111.998816,37.59631,0.993651,35.00719,,,,,,
113.0000486,4.35413,0.9953577,30.15125,,,,,,
113.9988084,0.8447019,0.9935312,29.9831,,,,,,
115.000041,0.2361254,0.9940423,30.47772,,,,,,
115.9988008,0.2023208,0.9951667,30.92011,,,,,,
117.0000334,0.2107619,0.9944856,30.34194,,,,,,
117.9987941,42.71438,1.003503,27.66767,,,,,,
119.0000267,37.78913,1.010619,31.46089,,,,,,
119.9987874,12.65801,0.9952794,35.5901,,,,,,
121.00002,0.4777249,0.9934613,36.00455,,,,,,
121.9987812,0.3622985,0.9916065,35.31897,,,,,,
123.0000138,0.2301242,0.993968,35.44621,,,,,,
123.9987741,0.3085789,0.992493,36.08347,,,,,,
125.0000076,41.25015,0.9958468,38.50656,,,,,,
125.9987679,40.46952,1.001211,46.11439,,,,,,
127.0000014,14.1731,0.9907795,49.89347,,,,,,
127.9987626,0.2567996,0.9979156,49.86063,,,,,,
128.9999957,0.08136547,0.9920633,49.86953,,,,,,
129.9987569,0.2849637,0.9961542,49.19877,,,,,,
130.9999905,0.1084782,0.990572,49.19877,,,,,,
131.9987516,37.91945,1.000474,50.74046,,,,,,
132.9999857,42.56436,0.9951902,50.33467,,,,,,
133.9987473,15.32957,0.9825624,48.65144,,,,,,
134.9999814,0.2568259,1.000924,47.39776,,,,,,
135.9987431,0.3008052,0.9929516,48.25266,,,,,,
136.9999771,0.1249415,0.9939768,47.16869,,,,,,
137.9987397,0.2225076,0.9904645,47.15993,,,,,,
138.9999743,26.9418,1.005785,46.58368,,,,,,
139.9987369,43.02945,0.9826205,40.84583,,,,,,
140.9999714,21.21613,0.9785985,33.34573,,,,,,
141.998734,3.376273,0.9909329,31.06873,,,,,,
142.9999695,0.3873203,0.9965976,31.3528,,,,,,
143.9987321,0.3486302,0.9951403,30.98351,,,,,,
144.9999671,0.2811801,0.9937461,31.52703,,,,,,
145.9987297,0.1955872,0.9952173,30.82942,,,,,,
146.9999652,0.148685,0.9919891,31.11967,,,,,,
147.9987283,0.2799285,0.9913892,31.61503,,,,,,
148.9999642,0.1469267,0.9989184,31.39263,,,,,,
149.9987273,0.1496835,0.9905185,30.98351,,,,,,
150.9999628,0.1392826,0.9900014,30.5236,,,,,,
151.9987264,0.3298175,0.991174,30.66173,,,,,,
152.9999623,0.1886341,0.986964,31.11967,,,,,,
153.9987259,0.08642183,0.9936552,30.98351,,,,,,
154.9999623,0.1498222,0.9930323,30.71329,,,,,,
155.9987254,3.452445,1.018193,30.66173,,,,,,
156.9974899,1.6447,0.9909356,30.79815,,,,,,
157.9987259,2.327735,0.9976948,30.16896,,,,,,
158.9974899,0.5722533,1.000125,30.56749,,,,,,
