Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT),,,,,,
101.9990745,42.32836,0.9878104,23.19866,,,,,,
102.9979248,29.33813,0.9869208,23.10995,,,,,,
103.999248,1.816025,0.9869382,23.77714,,,,,,
104.9980979,0.3327495,0.9940905,23.3733,,,,,,
105.9994211,0.1761206,0.9940943,22.82519,,,,,,
106.998271,0.1356651,0.9960853,23.09903,,,,,,
107.9995937,3.154396,1.003559,23.20214,,,,,,
108.9984446,42.63295,0.9748774,22.15541,,,,,,
109.9972944,28.91761,0.9973598,20.57463,,,,,,
110.9986167,1.338823,0.9817869,19.09215,,,,,,
111.9974675,0.1784354,0.9912696,18.98301,,,,,,
112.9987903,0.1284555,0.9955838,19.27132,,,,,,
113.9976401,0.1184836,0.9850186,19.83867,,,,,,
114.9989624,2.80016,0.9828553,19.02971,,,,,,
115.9978123,42.81848,0.9902857,16.85028,,,,,,
116.999135,29.45901,0.994617,15.00704,,,,,,
117.9979849,0.1531819,0.9930946,15.39359,,,,,,
118.9993076,0.5159434,0.9931796,16.30172,,,,,,
119.9981575,0.1193783,0.9898362,15.74682,,,,,,
120.9970074,0.1643431,0.9907901,15.95259,,,,,,
121.9983301,5.250132,1.001375,15.81041,,,,,,
122.99718,42.39635,1.003075,17.97312,,,,,,
123.9985018,29.45998,0.9888851,20.83117,,,,,,
124.9973516,2.855797,0.9793404,21.52477,,,,,,
125.9986744,0.2418765,0.9941393,21.76423,,,,,,
126.9975243,0.1401213,0.9874234,21.06176,,,,,,
127.9988461,0.1818596,0.9950206,21.08365,,,,,,
128.9976959,3.137349,0.9778708,21.29128,,,,,,
129.9990177,42.32687,0.9815758,23.45874,,,,,,
130.9978681,28.72826,0.9956235,23.61294,,,,,,
131.9991903,2.593824,1.000294,23.73137,,,,,,
132.9980397,0.2165858,0.9883674,23.61192,,,,,,
133.9968896,0.1681665,0.9907231,23.33864,,,,,,
134.9982114,0.1513182,0.9893312,23.37458,,,,,,
135.9970613,2.291168,0.9951439,23.33864,,,,,,
136.9983835,42.5696,0.9980599,22.90826,,,,,,
137.9972334,29.76344,0.9840659,21.24404,,,,,,
138.9985552,2.425777,1.005051,19.51409,,,,,,
139.9974046,0.1565678,0.9893032,19.80851,,,,,,
140.9987264,0.16771,0.9869725,19.51409,,,,,,
141.9975762,0.2048275,0.9955712,19.51409,,,,,,
142.9988976,1.53047,1.002325,19.09562,,,,,,
143.9977474,42.33149,0.9922124,16.7645,,,,,,
144.9990687,29.21551,0.991211,15.51394,,,,,,
145.9979186,1.204345,0.9956092,16.04734,,,,,,
146.996768,0.4493994,0.9854808,15.3472,,,,,,
147.9980893,0.2735239,0.9960756,15.4293,,,,,,
148.9969382,0.1925941,0.99603,15.2389,,,,,,
149.9982605,2.187304,0.9926105,15.48472,,,,,,
150.9971094,42.63344,1.001234,18.11179,,,,,,
151.9984307,29.21551,0.9926147,20.43943,,,,,,
152.9972801,1.42055,0.9879009,21.38321,,,,,,
153.9986014,0.1723201,0.9926836,21.38321,,,,,,
154.9974504,0.123326,0.9941011,21.83097,,,,,,
155.9987717,0.07426663,0.9911903,21.58807,,,,,,
156.9976211,0.1641664,0.986015,21.86648,,,,,,
157.9989424,0.3028287,0.9964737,21.58807,,,,,,
158.9977918,0.192643,0.9912999,21.14883,,,,,,
159.9966402,0.1529108,0.9893707,20.93921,,,,,,
160.997962,0.05269726,0.9922374,21.38321,,,,,,
161.9968104,0.07292718,0.9950489,21.59024,,,,,,
162.9981318,0.1791182,0.9911794,21.35587,,,,,,
163.9969811,0.0865294,0.9888008,21.76211,,,,,,
164.9983025,0.3197984,0.9888715,21.67036,,,,,,
165.9971509,0.1597169,0.9874127,21.86648,,,,,,
166.9984722,0.17395,0.9936368,21.76211,,,,,,
167.9973207,0.1072477,0.9916839,21.14182,,,,,,
