Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
266.999056339,29.41,29.974
267.997668266,29.42,29.976
268.998751640,29.412,29.976
269.997363567,29.396,29.976
270.998447418,29.398,29.976
271.997059345,29.43,29.978
272.998143196,29.412,29.978
273.999227047,29.388,29.978
274.997838974,29.432,29.978
275.998923779,29.376,29.98
276.997536182,29.438,29.98
277.998620510,29.398,29.98
278.997232914,29.414,29.98
279.998317242,29.434,29.98
280.996930122,29.368,29.98
281.998014450,29.462,29.98
282.999099255,29.436,29.982
283.997711658,29.416,29.982
284.998796463,29.422,29.982
285.997408867,29.44,29.982
286.998494148,29.446,29.984
287.997107029,29.428,29.984
288.998191833,29.454,29.984
289.996805191,29.464,29.984
290.997889996,29.428,29.984
291.998975277,29.468,29.986
292.997588158,29.464,29.986
293.998673439,29.466,29.986
294.997287750,29.444,29.986
295.998372555,29.468,29.986
296.996986866,29.43,29.988
297.998072147,29.486,29.988
298.999157906,29.47,29.988
299.997771740,29.48,29.99
300.998857021,29.462,29.988
301.997471809,29.506,29.99
302.998557568,29.516,29.99
303.997171402,29.534,29.99
304.998258114,29.476,29.992
305.996872425,29.506,29.992
306.997958660,29.524,29.992
307.999044895,29.522,29.994
308.997660160,29.518,29.994
309.998746872,29.536,29.994
310.997361660,29.52,29.996
311.998448849,29.466,29.996
312.997064114,29.52,29.996
313.998151302,29.51,29.998
314.996766567,29.508,29.998
315.997853756,29.51,30
316.998940945,29.548,30
317.997557163,29.55,30.002
318.998644829,29.538,30.002
319.997260571,29.558,30.004
320.998348713,29.566,30.004
321.996964455,29.52,30.006
322.998053074,29.582,30.006
323.996669769,29.61,30.008
324.997758389,29.574,30.008
325.998847008,29.62,30.008
326.997463703,29.578,30.01
327.998552799,29.598,30.01
328.997169971,29.612,30.012
329.998259068,29.602,30.014
330.996876717,29.608,30.014
331.997966290,29.588,30.016
332.996584415,29.61,30.018
333.997674465,29.624,30.018
334.998764038,29.612,30.018
335.997382641,29.644,30.02
336.998473167,29.668,30.022
337.997091770,29.63,30.022
338.998182297,29.702,30.024
339.996801853,29.65,30.024
340.997892857,29.686,30.026
341.996512413,29.66,30.026
342.997603416,29.686,30.028
343.996223450,29.684,30.03
344.997315407,29.714,30.03
345.998407364,29.692,30.032
346.997027397,29.706,30.034
347.998119831,29.686,30.034
348.996740341,29.712,30.036
349.997832775,29.72,30.036
350.996454239,29.738,30.038
351.997547626,29.724,30.04
352.996168613,29.7,30.04
353.997262001,29.726,30.042
