Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT)
140.999669075,41.09586,0.9917446,18.57511
141.998260498,18.26598,0.9978228,21.32194
142.999324322,0.1729409,0.9891987,20.93467
144.000388622,0.1642209,1.0026,21.49672
144.998980522,0.1120377,0.9887401,21.17075
146.000045300,0.08945062,0.9825183,21.17393
146.998637676,41.03349,0.9907063,22.54256
147.999702454,42.16925,0.9869882,25.124
148.998295784,41.32874,0.9755188,25.45449
149.999361038,39.30221,0.9959691,25.99288
150.997954369,19.29844,0.9887858,23.78066
151.999019623,0.3905258,0.9896684,23.7371
153.000085354,0.1939953,0.9939643,23.69921
153.998679161,0.1648978,0.9887373,24.19228
154.999744415,0.2963628,0.9930522,24.06657
155.998339176,41.07209,0.9857796,23.21861
156.999404907,42.41314,0.9940699,19.24435
157.997999668,40.77056,0.9965133,17.25429
158.999066353,41.26555,0.9946431,18.35729
160.000132561,19.19265,0.9926407,21.19678
160.998728275,0.2692139,0.9816233,20.92301
161.999794483,0.2176488,0.9968699,21.19666
162.998390675,0.2416234,0.9920858,21.12845
163.999457836,0.2653068,0.9868369,20.653
164.998053551,41.13549,1.000194,22.3495
165.999121189,42.35654,0.9936965,24.71694
166.997716904,42.42599,0.9859363,26.40973
167.998785496,41.25583,1.002197,25.70615
168.999853611,19.00743,0.9817477,24.89187
169.998449802,0.9696964,0.9872989,24.18621
170.999518394,0.1399185,0.9954264,23.88717
171.998115063,0.1396037,0.9882465,24.5588
172.999184608,0.2125712,0.9882514,24.4364
173.997781754,41.19859,0.9878055,22.99058
174.998850822,40.9602,0.9969925,19.53183
175.999919891,41.3852,0.9920631,16.91397
176.998517513,41.501,0.9830942,17.94264
177.999587059,18.93657,0.9921942,20.29628
178.998185158,0.2738675,0.9825399,20.21371
179.999255180,0.2424113,0.9901973,20.75784
180.997853756,0.1399185,0.9906418,21.02183
181.998924255,0.1724367,0.9878012,20.45443
182.999994755,0.3519602,0.9887387,21.2599
183.998593330,0.1481763,0.9896907,20.58721
184.999663830,0.1402188,0.9806308,20.34794
185.998263359,0.145127,0.9873031,20.653
186.999334335,0.2347955,0.994463,19.97701
187.997934341,0.09722069,0.9920662,19.86846
188.999005795,0.1122807,0.9963902,21.33422
189.997605801,0.1969042,0.9887667,20.65314
190.998677731,0.3718003,0.9940203,20.52068
191.999749660,0.3213178,0.995405,20.52068
192.998350143,0.2242663,0.9896873,20.65314
193.999422073,0.02075603,0.9906889,20.65314
194.998023033,0.2708796,0.9968485,20.21371
195.999095917,0.4227075,0.9944624,20.75784
196.997696877,0.1865027,0.9963773,20.45443
197.998769760,0.09515986,0.9939935,20.78769
198.999842644,0.1335702,0.9901915,20.34794
199.998445034,0.2019199,0.9868382,19.983
200.999517918,0.1989648,0.9930633,20.65314
201.998119831,0.2184229,0.9839748,20.88877
202.999193668,0.2416721,0.994058,21.02183
203.997795582,0.06557524,0.9949529,20.52068
204.998870373,0.2799945,0.9983375,20.52068
205.997472763,0.1382017,0.9940025,21.15754
206.998547554,0.1431842,0.9911051,20.05778
207.999622345,0.1880137,0.9887515,20.18063
208.998225212,0.1218871,0.9835086,20.9989
209.999300003,0.0565822,0.9911476,20.52068
210.997903824,0.1673121,0.986833,21.00056
211.998979092,0.2521638,0.9958931,20.68964
212.997582912,0.1187185,0.9892201,21.12845
213.998659134,0.07899729,0.9882734,20.18063
214.997262955,0.260076,0.995413,20.52068
215.998338699,0.1865147,0.9877877,20.28757
216.999415398,0.1077868,0.9849411,20.75784
217.998020172,0.1329316,0.9930096,20.89532
218.999096394,0.06597067,0.9944908,20.65314
219.997701645,0.2176704,0.9882699,20.9989
220.998778820,0.2838978,0.9911162,21.2599
221.997384548,0.245905,0.9872902,20.45443
222.998461723,0.1315524,0.9930946,20.65314
223.999539375,0.1302431,0.9949488,19.983
224.998145580,0.06356975,0.9901607,20.77635
225.999223232,0.03772768,0.9973691,20.53289
226.997829914,0.1019123,0.9944555,20.68319
227.998907566,0.141165,0.9825364,20.45443
228.997514248,0.1103332,0.9830592,20.78769
229.998592854,0.09722523,0.9892129,20.41487
230.997200012,0.09640054,0.9968821,20.77635
231.998279572,0.2665067,0.9892484,20.21371
232.999358177,0.07744057,0.9782293,20.65314
233.997965813,0.4247491,0.9939817,20.77635
234.999045372,0.1963278,0.9805996,20.68319
235.997653008,0.5414284,0.9725181,20.75784
236.998733044,0.3753006,0.9930175,20.29332
237.997341633,0.1686495,0.9873388,20.45443
238.998421669,0.2696808,0.9930234,20.29332
239.997030258,0.3757285,0.9964035,20.91841
240.998110771,0.07924633,0.98825,20.77635
241.999191284,0.4886322,0.9853752,20.23568
242.997799873,0.1561346,0.988722,20.65314
243.998881340,0.4690306,0.9906316,19.86846
244.997490406,0.2448491,0.9978205,20.52068
245.998571396,0.1670701,0.983519,21.15754
246.997181416,0.1172498,0.9859095,20.68319
247.998262882,0.1118983,0.9925749,20.75784
248.996872902,0.279889,0.9916079,20.77635
249.997954845,0.2325186,0.9858695,20.89532
250.999036312,0.1689765,0.9906358,20.89532
251.997646332,0.4578237,1.022609,20.53289
252.998729229,0.3667763,0.9987795,20.57921
253.997338772,0.5497772,0.9978035,20.53289
254.998421669,0.2208087,0.9917345,20.41487
255.997032166,1.146508,1.004171,20.53289
256.998114586,0.3262344,0.9959711,20.65314
257.996725082,1.215677,0.9978937,20.54233
258.997807980,0.7712171,0.9911482,20.34824
259.998890400,0.4298543,0.9869416,20.23568
260.997501850,0.5488124,1.005426,20.56317
261.998584747,1.658335,0.9887539,21.15754
262.997195721,2.959294,0.9844634,20.65314
263.998278618,0.4904282,0.9854247,20.77926
264.996890068,0.169568,0.9959601,20.91841
265.997973442,0.2263678,0.9897093,20.65314
266.999056339,2.040855,0.9854456,21.35509
267.997668266,0.2092371,0.9858959,20.91841
268.998751640,0.8550055,0.9983104,20.41487
269.997363567,3.609042,0.9954246,20.91841
270.998447418,0.6070175,0.9896849,20.80908
271.997059345,0.1900106,0.9878138,20.10634
272.998143196,0.08200376,0.9930708,19.97701
273.996755123,0.1158682,0.9854013,20.79962
274.997838974,0.1989243,0.9892492,20.75784
275.998923779,0.2275427,0.9911472,20.68319
276.997536182,0.2784087,0.9930206,20.59401
277.998620510,0.1341948,0.9911383,20.44911
278.997232914,0.161432,0.9887241,20.56317
279.998317242,0.1582667,0.9825417,20.34824
280.996930122,0.1310458,0.9920576,20.41487
281.998014450,0.6598328,0.9868464,20.77635
282.996627331,0.5883932,0.9925515,20.56317
283.997711658,0.1989096,0.9887261,20.56317
284.998796463,0.1832131,0.988288,20.41487
285.997408867,0.3771355,0.9978243,21.0201
286.998494148,0.05641856,0.9911547,20.54233
287.997107029,0.3195037,0.9954454,20.41487
288.998191833,0.162328,0.9849234,20.77635
289.996805191,0.1628769,0.9892557,20.59401
290.997889996,0.1724352,0.9849368,20.89532
291.996503353,0.2170924,0.9983189,20.80908
292.997588158,0.3613171,0.9915776,20.91841
293.998673439,0.6659794,0.9916383,21.15754
294.997287750,0.06116023,0.9925456,20.68319
295.998372555,0.145333,0.9939779,20.57921
296.996986866,0.07853276,0.9883316,20.54233
297.998072147,0.2391591,0.9906422,20.29332
298.996685982,0.5575343,1.018817,20.53289
299.997771740,0.2524673,0.9954544,20.59401
300.996385574,0.1229885,0.9906569,20.34824
301.997471809,0.2852924,0.9849076,21.15754
302.998557568,0.1575068,0.9906435,20.68319
303.997171402,0.2951321,0.9868513,20.47616
304.998258114,0.2763799,0.9954099,20.53289
305.996872425,0.1209259,0.9925457,20.34824
306.997958660,0.2197789,0.9877817,20.65314
307.996573925,0.7156562,0.9940112,20.41487
308.997660160,0.5272241,0.9930601,20.34824
309.996274948,0.1106278,0.9901974,19.983
310.997361660,0.1075673,0.9873617,19.99921
311.998448849,0.169432,0.9915963,20.34824
312.997064114,0.1772273,0.9873109,20.54233
313.998151302,1.024138,0.9979523,20.23568
314.996766567,9.804774,1.048583,20.41487
315.997853756,3.376487,1.001204,20.68319
316.996469498,5.627355,0.975081,20.18063
317.997557163,0.7033893,0.9873788,20.33076
318.996172905,2.289463,0.9887674,20.05778
319.997260571,0.5942431,0.9897912,20.33076
320.998348713,0.534794,0.9801552,20.91841
321.996964455,0.3508872,0.9969398,20.68319
322.998053074,0.3142033,0.9892127,20.91841
323.996669769,0.1124472,0.990198,20.59401
324.997758389,0.1000016,0.9887735,21.00391
325.996375084,0.3106392,0.9830594,20.13223
326.997463703,0.1894793,0.9839708,20.45203
327.996080875,0.1537182,0.9925614,20.79962
328.997169971,0.08303875,0.9921784,21.04
329.998259068,0.1726579,0.9882851,20.80908
330.996876717,0.2248761,0.9925752,20.68319
331.997966290,0.136245,0.9868562,20.30945
332.996584415,0.1349365,0.9868268,20.54233
333.997674465,0.1884153,0.9973419,20.65314
334.996292114,0.2456698,0.9925596,20.68319
335.997382641,0.1132552,0.990659,20.41487
336.996001244,0.1642609,0.9835008,20.68964
337.997091770,0.2331783,0.997329,20.18063
338.998182297,0.2125945,0.9887311,20.53289
339.996801853,0.1583539,0.9858745,20.653
340.997892857,0.1346279,0.9887503,20.59401
341.996512413,0.201071,0.992102,20.54233
342.997603416,0.121286,0.991186,20.68319
343.996223450,0.1212043,0.9925514,20.29332
344.997315407,0.1304868,0.9944819,20.77926
345.995935440,0.2261969,0.9997317,20.41487
346.997027397,0.2578784,0.9835388,20.53289
347.998119831,0.2035912,0.9854185,20.68319
348.996740341,0.1516036,0.9968673,21.04
349.997832775,0.2073349,0.9906424,20.68319
350.996454239,0.3666295,0.9887332,20.41487
351.997547626,0.3148547,0.9906332,20.11031
352.996168613,0.1976713,0.9939846,19.95057
353.997262001,0.1333786,0.9911463,21.28085
