Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
192.916568756,100.0117,15372286728.0913,4.165625,-0.3125,1
193.971260548,100.0117,15372286728.0913,4.165,0.9375,1
194.850244999,100.0117,15372286728.0913,4.165,1.25,1
195.905141354,100.0117,15372286728.0913,4.166875,-0.3125,1
196.959809780,100.0117,15372286728.0913,4.16375,-0.3125,1
197.838927746,100.0117,15372286728.0913,4.16375,-0.3125,1
198.893620968,100.0117,15372286728.0913,4.165625,0.9375,1
199.948382854,100.0117,15372286728.0913,4.165,0,1
200.827472210,100.0117,15372286728.0913,4.165625,-0.9375,1
201.882205009,100.0117,15372286728.0913,4.16375,-0.625,1
202.936982632,100.0117,15372286728.0913,4.165625,-1.25,1
203.991743565,100.0117,15372286728.0913,4.16375,-1.25,1
204.870751858,100.0117,15372286728.0913,4.165625,1.5625,1
205.925621986,100.0117,15372286728.0913,4.165625,0.625,1
206.980344295,100.0117,15372286728.0913,4.163125,-0.625,1
207.859451294,100.0117,15372286728.0913,4.165,-1.5625,1
208.914104462,100.0117,15372286728.0913,4.165,0,1
209.968920708,100.0117,15372286728.0913,4.165,1.5625,1
210.847985744,100.0117,15372286728.0913,4.164375,0,1
211.902648449,100.0117,15372286728.0913,4.165,0.625,1
212.957453251,100.0117,15372286728.0913,4.165625,1.5625,1
213.836451530,100.0117,15372286728.0913,4.163125,0.625,1
214.891245842,100.0117,15372286728.0913,4.165,-1.5625,1
215.946133137,100.0117,15372286728.0913,4.165,0,1
216.825018883,100.0117,15372286728.0913,4.16375,-2.1875,1
217.879862308,100.0117,15372286728.0913,4.164375,-0.3125,1
218.934737682,100.0117,15372286728.0913,4.164375,-0.3125,1
219.989381313,100.0117,15372286728.0913,4.163125,-0.625,1
