Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
156.998301983,0.4809308,0.0290548,14.83648,0.01900069,-0.02854506,0.9973273,-11.08735,-5.913638,-11.28768,1008.023
157.997140884,0.8519019,-0.03018137,14.59256,0.01994122,-0.02657918,0.9944966,-13.77261,-2.670717,-11.74619,1008.021
158.998452187,0.1099597,0.0290548,14.89746,0.01871324,-0.01967038,0.9669443,-15.34222,0.6411533,-11.76727,1008.018
159.997290611,0.6045879,-0.3263623,15.20236,0.01614883,-0.03060487,1.011626,-16.19082,5.003184,-10.91488,1008.03
160.998600960,0.6045879,-0.7410154,15.26334,0.01239704,-0.02461767,0.9687874,-15.54597,9.068827,-10.50868,1008.014
161.997439861,0.1099597,0.5029442,15.0804,0.02539917,-0.02463883,1.008834,-12.66704,12.72261,-12.25772,1008.022
162.998750210,-0.199183,-0.2078899,14.83648,0.008108445,-0.02436636,0.9984212,-10.50601,15.69092,-11.46926,1008.022
163.997589111,-0.2610115,0.2067633,12.5802,0.02335611,-0.02696693,0.986831,-6.896664,17.5636,-11.94207,1008.02
164.996427536,-1.126611,-0.08941755,-1.872175,0.01642184,-0.02369933,0.9888417,-4.330034,18.99794,-12.34376,1008.02
165.997737885,-0.1373544,-0.08941755,-0.1647207,0.02084767,-0.02362487,0.9878657,-4.330034,18.99794,-12.34376,1008.022
166.996576786,0.04813112,0.2067633,-0.04275976,0.01643215,-0.025613,0.9849831,-4.339167,19.36711,-12.34679,1008.007
167.997887135,-0.0136974,-0.08941755,0.07920124,0.01992434,-0.02656075,0.9911543,-3.949045,18.63143,-12.34228,1007.998
168.996725082,0.1717882,-0.03018137,1.664694,0.02434917,-0.02363158,0.998831,-4.330034,18.99794,-12.34376,1008.007
169.998035908,-0.2610115,0.08829096,15.0804,0.01649342,-0.0285335,0.988267,-1.435421,19.75718,-12.36186,1008.012
170.996873856,0.4191023,0.0290548,14.4706,0.02406354,-0.03575496,1.002888,3.716139,19.42551,-12.82266,1008.007
171.998184204,0.7282449,-0.08941755,14.28766,0.01785965,-0.0222068,0.9855216,6.733542,17.66311,-13.2629,1008.011
172.997022152,0.4191023,-0.03018137,14.59256,0.02124943,-0.01971353,0.981734,10.48864,16.21311,-13.26618,1008.007
173.998332500,0.6045879,-0.3855984,14.7755,0.01502243,-0.02475819,1.001243,13.45631,14.01898,-13.26007,1008.011
174.997170448,0.1717882,0.0290548,15.0804,0.01584518,-0.02361491,0.9721327,15.39626,10.77131,-13.24104,1008.01
175.998480320,-0.4464971,0.5621803,14.83648,0.02271992,-0.02206149,0.9730839,16.972,7.457184,-11.51297,1008.014
176.997318268,0.4809308,-0.6817793,15.44629,0.01386619,-0.02315935,0.9716744,17.05108,4.196749,-11.9288,1008.011
177.998629093,-0.1373544,-0.08941755,15.20236,0.01514637,-0.02774712,1.016942,16.02683,0.4970264,-11.89394,1008.019
178.997466087,0.3572738,0.3252357,15.20236,0.03073155,-0.02874421,0.9791175,14.62007,-2.774665,-11.86106,1008.028
179.996304035,-0.0136974,0.3252357,14.89746,0.01933536,-0.01885324,0.9956095,11.71986,-5.74997,-11.38201,1008.024
180.997613907,0.5427594,0.2659995,12.2753,0.01780528,-0.01834263,0.9865543,8.869316,-8.354492,-11.79134,1008.013
181.996451855,0.4809308,0.0290548,0.01822074,0.01699104,-0.02995843,0.9848933,7.391021,-8.734339,-11.78216,1008.008
182.997762203,-0.0136974,0.0290548,-0.04275976,0.02036984,-0.02364835,0.9907329,8.11647,-7.990658,-11.79129,1008.015
183.996599674,-0.07552592,0.2067633,-0.1647207,0.02089481,-0.02748115,0.9854006,7.374346,-7.996578,-11.34566,1008.018
184.997910023,0.1099597,-0.03018137,-0.04275976,0.02633589,-0.02552239,0.9963954,7.01321,-8.369,-10.89854,1008.008
185.996747494,-1.312096,0.08829096,12.76314,0.01891739,-0.0246493,0.9926304,6.65644,-9.108848,-11.77606,1008.006
186.998057842,-0.2610115,-0.08941755,14.65354,0.01443338,-0.02370903,0.9850314,2.647844,-9.876682,-11.31079,1008.011
187.996895790,-0.1373544,0.08829096,14.71452,0.01832543,-0.02217016,0.9802672,-0.6912556,-10.20834,-11.29443,1008.011
188.998205662,0.1099597,-0.03018137,14.59256,0.0148935,-0.0212882,0.9860325,-5.489292,-9.196601,-11.28327,1008.014
189.997043610,-0.07552592,0.2659995,14.95844,0.02040891,-0.02511781,0.9940459,-9.251932,-7.37801,-10.84046,1008.017
190.998353481,0.7282449,0.0290548,15.01942,0.01307511,-0.02528841,1.004108,-12.23032,-4.814128,-11.29214,1008.021
191.997191429,1.161045,-0.3855984,14.83648,0.01436163,-0.01839908,0.9870482,-14.56198,-0.8301954,-11.75824,1008.017
192.998501778,-0.07552592,0.3844718,14.7755,0.02459514,-0.03103416,1.025423,-15.39542,2.855601,-11.34286,1008.01
193.997339249,-0.07552592,0.6806527,15.01942,0.02188646,-0.02699788,0.9882704,-15.86621,6.852293,-11.3741,1008.003
194.996177197,0.1099597,-0.5633069,14.89746,0.01146391,-0.02706724,0.9716083,-15.23215,11.22675,-11.85553,1008.009
195.997487545,-0.199183,-0.6225431,14.83648,0.01552396,-0.03046781,0.9853681,-11.21319,14.20889,-11.45409,1008.005
196.996325493,-0.32284,-0.1486537,14.59256,0.01355087,-0.02621387,0.9978791,-8.748178,17.18158,-12.31069,1008.012
197.997635365,-0.07552592,-0.08941755,8.433529,0.01748507,-0.02805023,0.9911369,-5.066204,18.62401,-12.78022,1008.016
198.996473312,-0.32284,0.1475271,0.07920124,0.02287811,-0.02651462,0.9911402,-4.694347,18.62668,-12.78175,1008.004
199.997783661,-0.07552592,-0.03018137,-0.04275976,0.01898707,-0.0309082,0.9872518,-5.063253,18.62293,-11.95833,1008.017
200.996621609,0.04813112,0.08829096,-0.04275976,0.02137147,-0.02412718,0.9926284,-4.692759,18.62609,-12.3392,1008.006
201.997931480,-0.07552592,-0.03018137,-0.04275976,0.01646141,-0.02659615,0.9878286,-4.311771,18.25959,-12.33771,1008.003
202.996769428,1.099216,0.2659995,14.10472,0.023028,-0.0347635,0.9957497,-2.907763,19.00933,-13.23477,1008.011
