Time (s),Gyroscope And Accelerometer (degC),Environmental Sensor (degC)
248.997705936,37.254,31.498
249.996543884,37.266,31.498
250.997854233,37.26,31.498
251.996692657,37.27,31.498
252.998003483,37.31,31.498
253.996841908,37.304,31.498
254.998152733,37.24,31.498
255.996990681,37.282,31.5
256.995829105,37.25,31.5
257.997139931,37.282,31.5
258.995978355,37.298,31.5
259.997288704,37.316,31.5
260.996127605,37.302,31.5
261.997438908,37.316,31.5
262.996277332,37.306,31.5
263.997587681,37.256,31.5
264.996426582,37.256,31.5
265.997737885,37.268,31.5
266.996576309,37.292,31.5
267.997886658,37.236,31.502
268.996725559,37.282,31.502
269.998036861,37.28,31.5
270.996875286,37.288,31.5
271.995713234,37.298,31.5
272.997024536,37.294,31.5
273.995862961,37.28,31.5
274.997173786,37.274,31.5
275.996012211,37.254,31.5
276.997322559,37.278,31.5
277.996161461,37.288,31.5
278.997471809,37.282,31.5
279.996310711,37.288,31.5
280.997621059,37.258,31.5
281.996459484,37.28,31.5
282.997770786,37.31,31.5
283.996608734,37.324,31.5
284.997920036,37.27,31.5
285.996758938,37.296,31.5
286.995597363,37.334,31.5
287.996907711,37.224,31.5
288.995746613,37.254,31.5
289.997057915,37.274,31.5
290.995896339,37.306,31.5
291.997206688,37.266,31.502
292.996045589,37.274,31.502
293.997356892,37.3,31.502
294.996195316,37.326,31.502
295.997506618,37.306,31.502
296.996345043,37.24,31.502
297.997656345,37.296,31.502
298.996494770,37.25,31.502
299.997806072,37.26,31.502
300.996644974,37.292,31.502
301.995483875,37.308,31.502
302.996795177,37.32,31.502
303.995634079,37.302,31.502
304.996944427,37.248,31.502
305.995783806,37.302,31.502
306.997094154,37.242,31.502
307.995933056,37.31,31.502
308.997243881,37.298,31.502
309.996082783,37.262,31.502
310.997394085,37.252,31.502
311.996232510,37.308,31.5
312.997543812,37.296,31.5
313.996382236,37.272,31.5
314.995221138,37.298,31.5
315.996532440,37.32,31.5
316.995370865,37.25,31.502
317.996682167,37.354,31.502
318.995520592,37.302,31.502
319.996831894,37.332,31.502
320.995670319,37.266,31.502
321.996981621,37.286,31.502
322.995820999,37.282,31.502
323.997132301,37.3,31.502
324.995970726,37.282,31.502
325.997282505,37.302,31.502
326.996121407,37.302,31.504
327.997432709,37.308,31.504
328.996271610,37.304,31.504
329.995110989,37.272,31.504
330.996422291,37.326,31.504
331.995261669,37.294,31.504
332.996573448,37.34,31.504
333.995412827,37.34,31.504
334.996724129,37.31,31.504
335.995563030,37.31,31.504
336.996875286,37.292,31.506
337.995714188,37.286,31.506
338.997026443,37.326,31.504
339.995865345,37.306,31.504
340.997177601,37.348,31.504
341.996016502,37.322,31.504
342.997328758,37.35,31.504
343.996167660,37.32,31.506
344.995007038,37.334,31.506
345.996318817,37.324,31.506
346.995158195,37.264,31.506
347.996469975,37.324,31.506
348.995309353,37.336,31.506
349.996621132,37.334,31.506
350.995461464,37.34,31.506
351.996773243,37.302,31.506
352.995612621,37.318,31.506
353.996924877,37.32,31.506
354.995764256,37.356,31.506
355.997076035,37.326,31.508
356.995915890,37.346,31.508
357.994756222,37.308,31.508
358.996068001,37.34,31.508
359.994907856,37.364,31.508
360.996220589,37.36,31.51
361.995060444,37.362,31.51
362.996373177,37.338,31.51
363.995213032,37.328,31.51
364.996525288,37.308,31.512
365.995365143,37.334,31.512
366.996677876,37.35,31.512
367.995518684,37.334,31.512
368.996830940,37.358,31.512
